#separator:tab
#html:true
#guid column:1
#notetype column:2
#tags column:15
u[Q!9;<JSO	Universal German word template	wünschen	желать				wünscht	haben gewünscht	wünschte	Ich wünsche dir alles Gute zum Geburtstag!	Я желаю тебе всего наилучшего к дню рождения!	Sie wünscht sich ein neues Fahrrad.	Она хочет новый велосипед.			chatgpt
t>hB2,||Nl	Universal German word template	weder ... noch ...	ни ..., ни ...							Er mag weder Kaffee noch Tee.	Он не любит ни кофе, ни чай.	Ich habe weder das Buch gelesen noch den Film gesehen.	Я не читал книгу и не видел фильма.	Sie spricht weder Deutsch noch Englisch.	Она не говорит ни по-немецки, ни по-английски.	chatgpt
p3vNK~KXD*	Universal German word template	Waschbecken	раковина		das	Waschbecken				Das Waschbecken im Bad ist verstopft.	Раковина в ванной засорилась.					chatgpt
KCF9MG+$hE	Universal German word template	wegwerfen	выбрасывать, выбросить				wirft weg	haben weggeworfen	warf weg	Ich finde es traurig, dass man so viel wegwirft.	Мне грустно, что так много выбрасывается.	Man soll Lebensmittel nicht einfach wegwerfen, wenn sie noch gut sind.	Не следует просто выбрасывать продукты, если они все еще хороши.	Warum willst du dein altes Fahrrad wegwerfen? Es kann immer noch repariert werden.	Почему ты хочешь выбросить свой старый велосипед? Его все еще можно починить.	chatgpt
"KQ56k#D=~="	Universal German word template	wundern sich	удивлять(ся)<br><ul></ul>	Syn: wundern, staunen, überraschen, erstaunen			wundert	haben gewundert	wunderte	Er wird sich wundern, dass so viel Leute hier sind.	Он будет удивлен, что здесь так много людей.	Wer nicht weiß, wo er hin will, wird sich wundern, dass er ganz woanders ankommt.	Если вы не знаете, куда идете, вы будете удивлены, что оказались в другом месте.			
B$H}zlM3`B	Universal German word template	woraus	из чего							Woraus besteht die Suppe?	Из чего состоит суп?	Sie konnte mir nicht sagen, woraus die Figur gemacht war.	Она не могла сказать мне, из чего была сделана фигура.			
Qrs20;+lK=	Universal German word template	warum	почему, зачем							Warum kommt er nicht?	Почему он не приходит?	Warum lernst du Deutsch?	Почему ты учишь немецкий?	Warum ist der Himmel blau?	Почему небо голубое?	A1 chatgpt
Ij077nH_U6	Universal German word template	wirken	<ul><li>воздействовать, срабатывать</li><li>производить впечатление</li><li>казаться, выглядеть</li></ul>				wirkt	haben gewirkt	wirkte	Das Medikament wirkt schnell.	Медикамент действует быстро.	Seine Worte wirkten beruhigend auf sie.	Его слова действовали на неё успокаивающе.	Die Werbekampagne hat nicht wie erwartet gewirkt.	Рекламная кампания не подействовала так, как ожидалось.	chatgpt
"z@T#R2uX7r"	Universal German word template	Wiese	луг, лужайка		die	Wiesen										
AC=rvbUau)	Universal German word template	Wochenzeitschrift	еженедельный журнал		die	Wochenzeitschriften										
wHF;m?<%E]	Universal German word template	während + G	во время, в то время как							Während des Sommers verbringen wir viel Zeit am Strand.	Во время лета мы проводим много времени на пляже.	Während der Vorlesung habe ich viele Notizen gemacht.	Во время лекции я сделал много записей.	Während meiner Reise habe ich viele interessante Orte besucht.	Во время моей поездки я посетил много интересных мест.	
GK:BGLVC;]	Universal German word template	worauf	на чем, на что, за что							Worauf hast du gestanden? Auf einer Brücke?	На чем ты стоял? На мосту?	Der Ast, worauf er saß, brach ab.	Ветка, на которой он сидел, сломалась.			
